AppId,Title,group,Nb_Reviews,Latest_Review_Date,Nb_Installs,Free,eligible
net.tecseo.drugssummary,drugs summary,,2,2025-02-18,"10,000+",True,False
com.corecodestudio.learnpharmacology,Learn Pharmacology : FAQ's,,3,2024-02-24,"1,000+",True,False
com.clinicalpathology.inc,Clinical Pathology,,3,2024-04-15,"10,000+",True,False
com.onlinepatho,Pathology Lab Patient APP,,3,2023-07-25,"1,000+",True,False
com.medpresso.Lonestar.scalcplus,Clinical Calculator PLUS,,9,2025-08-17,"10,000+",True,False
com.clinicompute.app,Medical Calculator,,3,2025-04-05,500+,True,False
com.vikasbhardwaj.medcal,Medical Calculator,,0,,10+,True,False
com.dosage_tool,Medical Dosage Calculator,,0,,100+,True,False
com.unbound.android.pg6el,Guide to Diagnostic Tests,,5,2024-06-27,"10,000+",True,False
com.medpresso.Lonestar.mnldx,Manual of Nursing Diagnosis,,8,2025-01-25,"10,000+",True,False
app.doctorwise.www.twa,Doctor Wise,,0,,"10,000+",True,False
com.acpclinicalcases,AIM Clinical Cases,,2,2023-12-12,"1,000+",True,False
com.ro.doctor31,Doctor31 - Symptom Checker,,16,2025-04-01,"10,000+",True,False
com.foundfakes.ai_doctor,Symptom checker,,0,,1+,True,False
com.lrsltd.humandiseasecheckerwithai,Human Disease Checker with AI,,11,2025-07-31,"10,000+",True,False
com.healthguidecf.healthguide,Health Guide,,4,2025-06-16,50+,True,False
com.aswdc_healthguide,Health Guide,,34,2025-01-29,"10,000+",True,False
lv.pill.counter,Pill & medication reminder app,,2,2025-09-02,"10,000+",True,False
com.goodok.pillplan,Medication and pill reminder,,1,2025-05-06,"1,000+",True,False
com.bsitapps.health_tracker,Health Tracker,,0,,0+,True,False
co.lenord.frvbb,Optimum Wellness Academy,other,100,2025-08-17,"1,000+",True,True
tv.uscreen.wellnessondemand,Wellness On Demand,,0,,"1,000+",True,False
com.uscreen.wellnessondemand,Wellness On Demand,,0,,100+,True,False
com.technogym.wellnessstudio,Wellness Studio,,0,,"10,000+",True,False
com.pawman.fitclub,WellnessHQ: Expert Wellness,,19,2024-02-04,"1,000+",True,False
ai.yaqeentech.wellness,Wellness.ai,,0,,100+,True,False
com.cadence.wellness,Wellness@Cadence,,0,,100+,True,False
com.arketa.studio8atlanticbeach,STUDIO 8 Wellness Center,,0,,10+,True,False
com.PR.CKD,CKD (Chronic Kidney Disease),,0,,10+,False,False
com.viviscape.usdiabetes.patient,US Diabetes Care Education,,1,2025-05-12,100+,True,False
diabetes.tracker.food.diabetic,Diabetes Tracker: Blood Sugar,,0,,"10,000+",True,False
com.heartitout,Heart It Out: Mental Wellbeing,,7,2025-05-30,100+,True,False
com.medpresso.Lonestar.currcardio,CURRENT Dx Tx Cardiology,,4,2023-05-13,"5,000+",True,False
com.mindsync.app,MindSync - Therapy Tracker,,0,,500+,True,False
co.app.id_6OHp6nMYgy,Ultimate Nutrition,,0,,100+,True,False
app.nutritionai.twa,Nutrition AI,,3,2025-08-16,"1,000+",True,False
com.riseuplabs.nutritionmis,Adolescent Nutrition Reporting,,9,2025-06-08,"10,000+",True,False
co.quis.nutria,Nutria: AI Nutrition Tracker,,0,,100+,True,False
com.zoconut.nutritiondefined,Nutrition Defined,,0,,100+,True,False
com.bioptimizers.mediet,Ultimate Nutrition App,,6,2025-04-11,100+,True,False
com.medpresso.Lonestar.pednutri,Pediatric Nutrition,,2,2024-03-12,"10,000+",True,False
easytvet.co.dipinnutritionandd_knec,DIP IN NUTRITION AND D. - KNEC,,0,,"1,000+",True,False
com.bloomcodestudio.nursenutrition,Nurse Nutrition & Diet Tips,,0,,10+,True,False
com.medpresso.Lonestar.dorlands,Dorland Pkt Medical Dictionary,,0,,50+,True,False
com.medpresso.Lonestar.stedman,Stedman's Medical Dictionary,,9,2025-07-14,"5,000+",True,False
com.ttdictionary.russianenglishmedical,Medical dictionary (Rus-Eng),,4,2023-01-21,"10,000+",True,False
com.ttdictionary.russiangermanmedical,Medical dictionary (Rus.-Ger.),,2,2024-12-24,"5,000+",True,False
com.medpresso.Lonestar.hpnd,Stedman's Medical Dictionary N,,2,2020-07-08,"1,000+",True,False
com.atmoapps.tabers,Medical Dictionary 25th Ed.,,1,2024-04-20,"1,000+",True,False
com.drlogy.medicaldictionary,Medical Dictionary - Drlogy,,31,2025-01-17,"10,000+",True,False
com.medicaldictionary.diseasestreatmentpro,Medical Dictionary Disease Pro,,1,2025-06-15,5+,False,False
com.drkenanbehbudov.cardiostart,Cardiology Practice: EKG Quiz,,0,,"5,000+",True,False
com.medpresso.Lonestar.lndmcrd,25 Landmark Trials Cardiology,,0,,100+,True,False
org.cardiotrials,CardioTrials - Cardiology,,2,2025-03-20,"10,000+",True,False
com.medpresso.Lonestar.cardiodxtx,Diagnosis Treatment Cardiology,,0,,500+,True,False
com.medpresso.Lonestar.pccardiol,Swanton's Cardiology Guide,,3,2024-12-02,"5,000+",True,False
com.XRAnatomy.HeartAnatomy3d,3D Heart Anatomy,,4,2025-06-29,"1,000+",True,False
com.medpresso.Lonestar.crdconsult,Current Consult Cardiology,,0,,100+,True,False
com.growsociety.medeclasses,MedEClasses Endocrinology,,23,2025-05-20,"5,000+",True,False
endocrinologie.pro,endocrinology,,1,2020-08-04,"10,000+",True,False
com.unbound.android.oxfordpaediatrics,Oxford Handbook of Pediatrics,,1,2024-05-05,"5,000+",True,False
com.medpresso.Lonestar.currdxtxpeds,CURRENT Dx Tx Pediatrics,,2,2021-03-24,"5,000+",True,False
com.pediatrics.darawshe,Pediatrics Darawshe,,0,,100+,True,False
com.medpresso.Lonestar.pedsoncall,Pediatrics On Call,,1,2023-10-22,"1,000+",True,False
com.unbound.android.ubpci,Pediatrics Central,,3,2024-07-17,"1,000+",True,False
pedcall.journal,Pediatric Oncall Journal,,23,2024-03-29,"5,000+",True,False
com.pediatricwellnesszone,Pediatric Wellness Zone,,0,,1+,True,False
com.ubqo.paedscalc,Paediatric Emergency Tools,,5,2024-09-26,"5,000+",True,False
com.trimedtechnologies.TriadPed,Triad Pediatrics,,1,2023-11-28,500+,True,False
branded.m97aba84441604200b0fec3086fd04b21.suturingsurgery,Suturing and Surgery,,1,2025-05-09,100+,True,False
uk.co.mysurgeryapp.app,Surgery App,HSC,100,2025-08-20,"100,000+",True,True
au.com.weguide.eras,Virtual Surgery School,,0,,50+,True,False
com.handsurgeryresource,Hand Surgery Source,,10,2024-05-23,"50,000+",True,False
com.mediscience.surgical.medical.instruments,Surgical & Medical Instruments,,16,2025-08-18,"10,000+",True,False
com.surgery.edu,Surgery Edu,,0,,"1,000+",True,False
com.rermedapps.surgicalprinciples,Surgery Principles | MRCS A,,1,2025-03-31,"5,000+",True,False
com.hrghazali.generalsurgerybooksoffline,General Surgery Books offline,,19,2025-08-31,"10,000+",True,False
com.arcade.surgery.sewer,Surgery Sewer 3D,,0,,"5,000+",True,False
com.alpesh.surgeryguide,Surgery Guide,,3,2020-07-16,"1,000+",True,False
com.ad8f00705fab.app,Pass the General Surgery Board,,0,,50+,True,False
com.meplis.ngage.mvs,My Virtual Surgery,,0,,500+,True,False
ca.uhn.pmcpwebteam.mysurgery,My Surgery @ UHN,,0,,500+,True,False
com.getech.DoctorSimulatorSurgery2.Zero,Doctor simulator surgery 2.0,,4,2025-04-19,"1,000+",True,False
com.nikhilpanse.learners,Plastic Surgery Education,,0,,500+,True,False
com.medpresso.Lonestar.rnps,Psychosocial Nursing,,0,,5+,True,False
com.medpresso.Lonestar.psychnur,Psychiatric Nursing,,6,2025-03-09,"10,000+",True,False
pp.hesi,Nursing Entrance Exam Prep,,6,2025-08-29,"10,000+",True,False
com.unbound.android.oxfordemergmed,Oxford Emergency Medicine,,2,2024-05-18,"5,000+",True,False
com.medpresso.Lonestar.emoncall,Emergency Medicine On Call,,0,,"1,000+",True,False
com.app_emermedicummcapp.layout,Emergency Medicine at UMMC,,0,,100+,True,False
au.emate.app,EMate - Emergency Medicine,,0,,100+,True,False
com.ReviseRadiology.RRMobileGame,Revise Radiology,,10,2025-08-28,"10,000+",True,False
com.medpresso.Lonestar.radrev,Radiology Review Manual,,6,2024-05-04,"10,000+",True,False
com.zedtechnologies.visionradiology.patient.droid,Vision Radiology,,18,2025-08-24,"10,000+",True,False
com.xrayanalizer,Doctor AI Radiology - MedScan,,9,2025-09-01,"1,000+",True,False
com.zedtechnologies.radiant.patient.droid,Radiant Radiology Patient,,1,2024-07-31,"10,000+",True,False
com.berlinflame.berlincaseviewer,BerlinCaseViewer: Radiology,,5,2024-05-02,"10,000+",True,False
com.zedtechnologies.ihr.patient.droid,In-House Radiology,,0,,500+,True,False
com.zedtechnologies.pulse.patient.droid,Pulse Radiology,,0,,100+,True,False
com.zedtechnologies.radiologygroup.patient.droid,Radiology Group Patient,,26,2025-02-23,"10,000+",True,False
com.zedtechnologies.radtas.patient.droid,Radiology Tasmania Patient,,4,2025-07-02,"5,000+",True,False
com.zedtechnologies.sonic.radiologyvictoria.patient.droid,Radiology Victoria Patient,,0,,500+,True,False
com.zedtechnologies.pulsemedicalimaging.patient.droid,Focus Radiology,,1,2022-08-16,"5,000+",True,False
com.zedtechnologies.radiologygroup.doctor.droid,Radiology Group Doctor,,0,,500+,True,False
com.us.jk.book.brainct,Normal Radiology: CT Brain,,0,,"1,000+",True,False
com.zedtechnologies.rhsrk.patient.droid,Specialist Radiology Patient,,1,2025-06-08,"1,000+",True,False
com.plementus.mrc,Misr Radiology Center (MRC),,1,2025-03-14,100+,True,False
mdtoolkit.radiologycorephysics,Radiology Core: Physics,,3,2023-04-08,"5,000+",True,False
com.anmka.iv_radiology,IV Radiology,,1,2025-03-21,100+,True,False
com.radiogyan.twa,RadioGyan Radiology Made Easy,,0,,"5,000+",True,False
com.mskradiology,MSK RADIOLOGY 4 U,,83,2024-11-11,"10,000+",True,False
com.ValuxAppointment,Telemedicine Healthcare Doctor,,0,,"10,000+",True,False
com.paololabweb.medicalequipmentinfo,Medical Equipment Info,,1,2024-05-18,"5,000+",True,False
com.paololabweb.quizquestionsandanswer,Medical Device Quiz,,0,,100+,True,False
com.hoahao.medic.devices,Medical Devices - Medic HH,,0,,10+,True,False
com.mediqconnecthealthcare,Mediq Healthcare,,17,2025-08-23,"1,000+",True,False
mmmhmc.ihomp.patientPortal,My Health Patient Portal,,11,2025-08-13,"10,000+",True,False
com.cmh.healthmate,CMH Health Assist,,0,,"1,000+",True,False
vn.careforvietnam.mycarefor,My Care For,,0,,100+,True,False
com.amchealth.byod,MyCare Virtual by AMC Health,,0,,500+,True,False
com.nexa.wahealth.managemycare,Manage My Care,HSC,100,2025-09-02,"50,000+",True,True
com.codexiatech.cws.sp,My Care 24,,0,,"1,000+",True,False
com.pulsellc.micarehealth,MiCare Health,,1,2024-06-22,"1,000+",True,False
com.mycare.patient_app,Mycare Patient,,0,,10+,True,False
com.innocirc.vcpatient,MyHealthcare Patient Ecosystem,HSC,100,2025-07-02,"50,000+",True,True
com.mysaharacare.mobile,My Sahara Care,,0,,5+,True,False
com.myscpcare.app,mySCP Care,,0,,500+,True,False
com.vitalcare.hub,My Vital Care Hub,,1,2023-12-24,10+,True,False
com.philips.rpm.virtualcare,Philips My Virtual Care,,0,,10+,True,False
com.doctors.doctorsapp,"Doctor EMR/EHR, OPD & IPD,HMIS",,37,2025-08-03,"5,000+",True,False
com.pointofit.mhospital.provider,EHR Central - Join as Doctor,,2,2021-11-30,100+,True,False
com.yardi.senior.ehriq,Yardi EHR Care,,0,,10+,True,False
com.qeasys.qeasyapp,"QeaSys Clinical: EHR/EMR,Rx",,3,2021-09-21,500+,True,False
yardi.Droid.EHRMobile,EHR Care Stream,,2,2022-09-16,500+,True,False
com.yuedongsports.google.e_health,e-Health,,6,2024-11-27,"10,000+",True,False
com.siemenshealthineers.patientportalapp,eHealth Patient Portal,,0,,100+,True,False
com.trainerize.epichealthandfitness,Epic Health and Fitness,,1,2025-08-11,"1,000+",True,False
com.almaehealth.patient,Alma e-Health,,6,2025-08-10,"1,000+",True,False
com.app.myehealth,My-E-Health App,,0,,10+,True,False
videoconference.geainternacional.com.telemedicina,e-doctor,,1,2020-03-17,"10,000+",True,False
za.co.sovtech.healthsimplified,Health-e Simplified,HSC,55,2025-09-01,"5,000+",True,True
com.pethyoeung.e_health_platform2,Pethyoeung e-Health ID,,19,2025-06-16,"10,000+",True,False
com.appiercom.hsepassport,Health Passport (HSE),,2,2025-03-01,"5,000+",True,False
com.useehealth,e-Health,,0,,50+,True,False
app.healthzone.com,Health Zone-e,,0,,"1,000+",True,False
de.universakv.fdv,uniVersa E-Health App,,0,,100+,True,False
com.wellnessplus.programs,WellNess+,,0,,"10,000+",True,False
com.hazonholdings.android.wellnesspatientapp,Wellness Plus,HSC,62,2025-07-07,"1,000+",True,True
com.kj2147644489.app,Weight Wellness,,0,,100+,True,False
com.shawellnessclinic.app,SHA Wellness Clinic,,9,2025-08-10,"10,000+",True,False
com.wellnesstogo.WellnessToGo,Wellness To Go －ヨガ、瞑想、ライフスタイル,,4,2022-01-12,"1,000+",True,False
com.al.gymmanager,Wellness+,,2,2025-08-16,"1,000+",True,False
com.zHealth.wellness,zHealth Wellness,,0,,100+,True,False
com.ziva,Ziva: Personalized Wellness,,0,,100+,True,False
com.ifen.symptom_tracker,IFEN Symptom Tracker,,3,2024-07-03,100+,True,False
sugar.tracker.app,Glucoly: Blood Sugar Log,,1,2025-06-13,100+,True,False
com.fau.glucose_tracker,Glucose Blood Sugar Tracker,,0,,"1,000+",True,False
com.ae.unidoc,UniDoc - Doctor Appointment,,44,2025-05-22,"5,000+",True,False
com.hcrcm.emergencycare,Emergency Health Care,,0,,10+,True,False
com.eighthfloor.emergencycrew5.f2p,Emergency Crew Chapter 5,,2,2025-06-01,500+,True,False
com.hcrcm.emergencycare.partner,Emergency Health Care Partner,,0,,10+,True,False
com.lifeAssure.emergency,Emergency Medical Alert,,0,,0+,True,False
com.ajfly1.emergencyHealthFix,Emergency Health Fix,,0,,10+,True,False
com.emergencyMedical.emergencyMedical,Emergency Medical Alert,,0,,100+,True,False
com.nextcodelab.cash_references,References Tracker,,1,2024-12-11,10+,True,False
com.caryrx.clair,Clair - AI Clinical Reference,,0,,100+,True,False
com.luminousapps.medicalreferenceguides,Medical Reference Guides Learn,,0,,50+,True,False
com.medpresso.Lonestar.quickrefcc,Quick Reference Critical Care,,2,2024-02-04,"1,000+",True,False
com.pixilsolutions.analyzeai,Medical Report Analyser,,8,2025-08-01,"10,000+",True,False
com.medpresso.Lonestar.labnotes,Lab Notes & Diagnostic Tests,,2,2024-12-04,"10,000+",True,False
com.atmoapps.flab,Davis Lab and Diagnostic Tests,,2,2024-07-09,100+,True,False
com.servilab,Servilabs- Mobile Medical Lab,,0,,5+,True,False
com.medpresso.Lonestar.rnlabs,Manual Lab Diagnostic Tests,,1,2017-09-06,"1,000+",True,False
com.glamorousgoat.getserious,Serious Fitness Lab,,2,2024-06-19,"1,000+",True,False
com.labtest1.shop,Labtest1.com: Diagnostic app,,2,2025-07-26,100+,True,False
com.labcare.ivf,Lab Care,,4,2022-03-27,500+,True,False
com.medpresso.Lonestar.drugguidecan,Davis’s Canadian Drug Guide,,9,2022-12-24,"5,000+",True,False
com.medpresso.Lonestar.drdrugcan,Canadian Drug Guide Physicians,,1,2021-02-02,"1,000+",True,False
com.medpresso.Lonestar.familyrx,ASHP Patient Drug Info,,0,,"1,000+",True,False
com.drsulaimanapps.jodrugguide,Jo Drug Guide,,2,2025-05-07,"1,000+",True,False
ph.mart.timetap,Patient Management,,2,2025-01-14,10+,True,False
com.cherry_software.medical,Folda Patient Management App,,4,2025-08-02,"1,000+",True,False
com.mymed,MyMed: Personal health Records,,3,2024-02-01,"5,000+",True,False
com.healthdiary.medicalrecords,HealthDiary: Medical History,,7,2025-06-30,"1,000+",True,False
com.hospitalmanagementsoftware,Hospital Management Software,,2,2025-04-23,"1,000+",True,False
com.mymediceye,My Medic Eye: Medical Records ,,5,2025-09-01,"1,000+",True,False
com.spatom.care,"Medical Records, First Aid Kit",,1,2025-04-14,"1,000+",True,False
com.semakode.mediskita,Mediskita - Medical Records,,4,2025-05-11,"10,000+",True,False
com.prescriptionday,Prescription Day,,0,,100+,True,False
com.prescriptiondoctormobile,Prescription Doctor,,0,,"1,000+",True,False
in.abona.rx,Abona Rx Prescription Maker,,3,2025-03-11,"1,000+",True,False
digifit.android.virtuagym.pro.exerciseprescription,Exercise Prescription,,0,,100+,True,False
com.whatdx.prescripto,e-prescription app for doctors,,8,2021-12-26,"1,000+",True,False
com.eprescriptions,E-prescription,,0,,100+,True,False
com.aswdc_hospitalfinder,Hospital Finder,,16,2022-10-20,"1,000+",True,False
com.vipon.hospitalnearme1,Hospital Near Me,,15,2025-03-02,100+,True,False
ats.jo.jordanhospital.app,Jordan Hospital,,1,2024-05-12,"1,000+",True,False
com.n_prep.medieducation,NPrep Nursing Classes,HSP,100,2025-08-30,"10,000+",True,True
com.doctorOnCall,Doctor On Call - Prescriptions,,29,2025-08-26,"1,000+",True,False
com.mySmartCareDoc.healthAssistant,Health Assistant,,0,,100+,True,False
health.pauser.android,"Monitor Heart, Stress & Breath",,0,,"10,000+",True,False
com.hiberniahomecare.hibernia,Hibernia Home Care,,0,,100+,True,False
com.markshhc.app,Marks Home Care,,0,,50+,True,False
com.neevlabs.healthworkerapp,Home Care,,0,,100+,True,False
com.alphazstudio.learncardiology,Learn Cardiology (Offline),,11,2024-07-20,"5,000+",True,False
com.quantumsit.strong_cardiology,Strong Cardiology,,2,2025-01-03,100+,True,False
com.alphazstudio.learncardiologypro,Learn Cardiology Pro,,0,,10+,False,False
com.medicalsoftware.heartlogic,AI in Clinical Cardiology,,2,2023-07-07,500+,True,False
co.jarvis.cfe,Cardiology for EXAMS,,57,2023-10-23,"5,000+",True,False
cardiologie.pro,Cardiology,,3,2023-03-16,"10,000+",True,False
com.medpresso.TestZapp.oncorev,Oncology Nursing Review,,0,,100+,True,False
com.medpresso.Lonestar.wash_onco,Washington Manual of Oncology,,1,2022-01-15,"1,000+",True,False
com.medpresso.Lonestar.radques,Radiation Oncology: Review,,0,,500+,True,False
com.altaioncology.altaiwmobileapp,ALTAI Oncology,,6,2025-06-02,"1,000+",True,False
com.hltcorp.radiationoncology,Radiation Oncology Exam Review,,4,2020-12-15,"1,000+",True,False
com.geriatricsperu2.app_mobile,Geriatrics Perú,,0,,50+,True,False
com.bayer.ch.odagefactor,AgeFactor: Daily Habit Tracker,,0,,"1,000+",True,False
com.GeriCall.GeriCall,GeriCall@Emergency,,0,,500+,True,False
com.medpresso.Lonestar.wucgeri,Washington Manual - Geriatrics,,1,2021-12-05,500+,True,False
com.medpresso.Lonestar.abcderma,ABC of Dermatology,,5,2025-05-19,"5,000+",True,False
com.medpresso.Lonestar.dermnotes,Dermatology Clinical Pkt Guide,,0,,5+,True,False
de.logforlife.skinlog,SkinLog - Your Skin Care Diary,,1,2025-02-19,100+,True,False
com.mycompany.ebookultrasonography,ULTRASON DERMATOLOGY COSMIATRY,,0,,0+,False,False
com.metaoptima.skinapp,Skin App - Online Dermatology,,1,2022-02-10,"1,000+",True,False
com.AppsDesigners.DermatologyExamFree,Dermatology Exam,,6,2024-07-28,"1,000+",True,False
com.medpresso.Lonestar.pedderma,Pediatric Dermatology from AAP,,3,2024-04-11,"1,000+",True,False
org.geneuin.enlamiche,Lamiche Dermatology,,0,,10+,True,False
com.AppsDesigners.DermatologyExam,Dermatology Exam -Full Version,,4,2024-07-18,10+,False,False
com.unbound.android.oxfordobstetrics,Oxford Obstetrics & Gynecology,,2,2025-06-23,"10,000+",True,False
com.whenyourapprun.magnifyingglasses,Magnifier - Eye Care & Trainer,,2,2022-05-18,"5,000+",True,False
com.medpresso.Lonestar.currdxtxneuro,CURRENT Dx Tx Neurology,,1,2020-12-29,"5,000+",True,False
com.medpresso.Lonestar.fmneuro,5 Minute Neurology Consult,,5,2022-12-10,"1,000+",True,False
neurologie.pro,Neurology,,3,2025-03-21,"10,000+",True,False
com.medpresso.Lonestar.wusneuro,Washington Manual Neurology,,0,,"1,000+",True,False
tn.neurotunisia.app,Neurology Tunisia,,0,,100+,True,False
com.neurocare.neurooooo,NeuroCare - Migraine Care App,,2,2025-09-01,100+,True,False
com.medpresso.Lonestar.clinanesfull,Clinical Anesthesia Full Text,,7,2023-01-26,"10,000+",True,False
com.unbound.android.ubcal,MGH Clinical Anesthesia,,0,,"1,000+",True,False
com.medpresso.Lonestar.faustanesrev,Faust's Anesthesiology Review,,0,,100+,True,False
com.medpresso.Lonestar.anesmgmt,Yao & Artusio’s Anesthesiology,,1,2025-03-28,"1,000+",True,False
com.medpresso.Lonestar.mghanes,Clinical Anesthesia MGH HBK,,4,2020-12-15,"1,000+",True,False
com.monsuivipsy,Jardin Mental,,1,2022-10-14,"50,000+",True,False
com.mediscience.respiratory.lungs.diseasesandtreatment,Respiratory Diseases Treatment,,2,2025-06-28,500+,True,False
com.respiratory.calculators,Respiratory (Pulmonology) Calc,,1,2020-06-21,100+,False,False
jonno.top.nursetimer,Nurse's Respiratory Rate Timer,,0,,10+,False,False
com.jellevanhaaster.BTC,Basic Trauma Care (BTC),,0,,100+,True,False
com.tpa6dd0781b125.www,Premier Health Trauma Systems,,0,,100+,True,False
org.tbi.predict.release,Traumatic Brain Injury,,1,2023-06-02,100+,True,False
dk.mentalcare.app,Mental Care,,0,,100+,True,False
com.drramazanguler.okulertrauma,New Ocular Trauma Score,,0,,5+,True,False
io.edcanhelp,Sound Therapy | PTSD & Trauma,,13,2025-06-15,"1,000+",True,False
com.gfoundry.klorane,Learning to Care,,0,,"1,000+",True,False
com.ptwired.empowerpt,Empower Physical Therapy,,3,2025-06-14,100+,True,False
tk.m_pax.logicu,Intensive Care Logbook,,5,2022-03-11,100+,False,False
com.medpresso.Lonestar.conncurther,Conn's Current Therapy,,1,2024-08-06,500+,True,False
com.huma.care,Huma Care,,0,,100+,True,False
us.mediweb,Critical Care – Perfusion Calc,,3,2025-07-19,100+,False,False
tk.m_pax.logiculite,Intensive Care Logbook-lite,,3,2024-07-06,"10,000+",True,False
com.advancemedical.aigtravel,Virtual Medical Care,,0,,"5,000+",True,False
com.yb76247cdce0.app,AZ Infectious Disease Resource,,1,2024-06-06,"1,000+",True,False
com.SKYLEGames.TheInfectionGame,The Infection Game,,0,,500+,True,False
com.infection_cards,Infection: Virus Card Game,,1,2024-06-12,"5,000+",True,False
infectieux.pro,Infectious disease,,2,2025-05-28,"50,000+",True,False
com.p4ed21c60f38.www,ND Infection Prevention,,0,,100+,True,False
sodexo.ipp.app,Infection Prevention App,,0,,"1,000+",True,False
com.CoolTomato.InfectionInspection,Infection Inspection,,12,2022-05-30,100+,True,False
com.helpmum.vaccination_tracker,HelpMum Vaccination Tracker,,15,2025-04-30,"10,000+",True,False
com.globiz.vaccinationapp,Vaccination -- Reminder App,,27,2024-08-17,"50,000+",True,False
com.LinkBusinessSolutions.VaccineJo,Vaccine Jo,,0,,50+,True,False
com.gadvasu.vaccine,Vaccine,,20,2025-08-20,"1,000+",True,False
com.ashish.vaccinesetu,Vaccine Setu,,2,2021-06-08,"1,000+",True,False
fluvina.cocoo.childcare,Child Vaccine Parenting lulaby,,24,2023-02-08,"1,000+",True,False
com.vaccinego,VaccineGo - Vaccine Tracker,,5,2025-09-03,"1,000+",True,False
sim.salud.miVacuna,My Vaccine,,3,2024-02-26,"100,000+",True,False
com.iom.vaccineapp,IOM Vaccine,,0,,"5,000+",True,False
com.uttesh.vaccine_vs_virus,Vaccine Vs Virus,,2,2021-08-25,50+,True,False
com.universl.vaccinationapp,Vaccine Schedule App,,3,2025-03-26,"5,000+",True,False
com.healthlynked.hlcvt,HealthLynked Covid19 Tracker,,1,2025-07-03,"1,000+",True,False
com.medicalmcq4all,MEDICAL MCQ 4 ALL,,14,2024-03-12,"5,000+",True,False
com.qupi,Medical Question Bank - QUPI,,6,2023-07-26,"1,000+",True,False
com.marware.medicalmcq,Medical MCQ Emergency,,0,,5+,True,False
com.nerve.mcqindex,Medical MCQs with Explanations,,0,,10+,False,False
com.marware.medicalmcqpro,Medical MCQ Emergency Pro,,0,,5+,False,False
com.sherrah.zamala,Medsquiz (Medical MCQ),,1,2024-04-30,500+,True,False
com.quiz.nursing,Nursing Quiz :Nursing Exam App,HSP,67,2025-08-05,"50,000+",True,True
com.known.anatomy_and_physiology_mcqs,Anatomy and Physiology MCQs,,33,2025-07-01,"10,000+",True,False
com.afra.anatomyquizpro,Anatomy & Physiology Quiz App,,0,,1+,False,False
com.akivi.akivi,3D Human Body Anatomy,,6,2025-05-19,"10,000+",True,False
com.estudionemo.pharmacology,Pharmacology Test,,1,2019-01-15,500+,True,False
com.pharmacy.mcqs,Pharmacology MCQs Quiz 2025,,1,2025-01-31,"1,000+",True,False
com.topquiz.PharmacologyforNursing,Pharmacology Nursing NCLEX,,7,2024-04-21,"5,000+",True,False
hsappdeveloper.pharmacologymcqs,Pharmacology drugs,,4,2023-12-08,"10,000+",True,False
com.iitsysco.pharmacology_notes,Pharmacology,,18,2025-08-20,"10,000+",True,False
com.eshad.pharmacology,Pharmacology MCQ,,8,2024-07-19,"5,000+",True,False
com.pharmacology.mnemonicslite,Pharmacology Mnemonics Lite,,0,,"1,000+",True,False
pharmadrugstudy.surentechlab,Pharmacology & Drug Study App,,33,2025-08-17,"10,000+",True,False
com.shahenshah.pharmacology,NCLEX Pharmacology,,30,2024-06-30,"50,000+",True,False
com.sanaedutech.clinical,Clinical Science Quiz,,3,2022-11-21,"1,000+",True,False
com.nerve.medicinecases,Clinical Cases: Medicine,,6,2023-03-02,"5,000+",True,False
com.Guess.Lab,LabQuiz - Clinical Lab Quizzes,,2,2025-05-30,"1,000+",True,False
com.iitsysco.clinical_medicine,Clinical Medicine,,14,2025-05-19,"10,000+",True,False
com.cramcards.comlex.anatomy2,COMLEX Step 1 Anatomy,,0,,0+,False,False
com.cramcards.usmle.anatomy2,USMLE Step 1 Anatomy,,0,,5+,False,False
com.synappsehealth.askadoctor,Talk to a Doctor,,7,2023-09-22,"1,000+",True,False
com.guroo.glue,Habit Tracker & Goals - glue,,6,2025-08-10,500+,True,False
com.app.dehealth,DeHealth – AI health SuperApp,,5,2025-08-24,50+,True,False
com.faethdigitalhealth,Faeth Digital Health,,0,,100+,True,False
com.appex.myhealth,MyHealth-Digital Health Locker,HSC,100,2025-08-25,"1,000+",True,True
com.Chat.dok,"Chatdok: Medical Chatbot, More",,11,2025-08-15,"5,000+",True,False
com.whocodes.medgpt,MedGPT - Medical AI App,,0,,"50,000+",True,False
occupational.therapy.health.sciences,Occupational Therapy,,0,,100+,True,False
com.rs.penguindelta,Occupational Therapy Exams,,7,2025-05-09,"1,000+",True,False
com.eme.o7,O7 Therapy,HSC,59,2025-08-30,"100,000+",True,True
co.shopney.booktherapy,Book Therapy,,4,2024-09-29,"1,000+",True,False
com.yottacom.therapyfast,Therapy Fast,,0,,10+,True,False
com.marianatek.therapy,Therapy Fitness,,0,,100+,True,False
com.lakesidecoding.therapeze,Therapeze - Therapy Notes,,3,2025-07-02,"1,000+",True,False
com.littlelearninglab.Speakaroo_Therapy,Speakaroo : Speech Therapy,,7,2025-05-24,"1,000+",True,False
com.myloph.learningapp,Mylo - Speech Therapy Support,,39,2025-08-13,"50,000+",True,False
com.speechandlanguagegamesllc.score4,Score 4 Articulation: Speech,,0,,100+,True,False
com.gotcha4life.mentalfitnessgym,The Mental Fitness Gym,,6,2025-08-28,"1,000+",True,False
getmindfulify.com,Mindfulness App - Mindfulify,,0,,100+,True,False
com.omf.android,Oxford Mindfulness,,7,2025-06-13,"1,000+",True,False
com.mindfullness,Mindfulness UK,,3,2021-05-23,"5,000+",True,False
