AppId,Title,group,Nb_Reviews,Latest_Review_Date,Nb_Installs,Free,eligible
com.medpresso.Lonestar.tabers,Taber's Medical Dictionary,,28,2025-04-22,"10,000+",True,False
com.companyname.MedicalDictionary,Advanced Medical Dictionary,,24,2025-08-15,"10,000+",True,False
com.educaPix.Anatomix,Human Anatomy - Body parts,other,100,2025-07-27,"500,000+",True,True
com.healthcarecentral.healthly,HealthLy - Digital Health,,23,2024-12-21,"50,000+",True,False
com.medpresso.Lonestar.medsrg,Medical Surgical RN Companion,,43,2025-01-10,"50,000+",True,False
com.medpresso.Lonestar.cmdt,CURRENT Med Diag & Treatment,HSP,100,2025-08-11,"100,000+",True,True
health.human.app,Human Health Tracker,HSC,100,2025-08-25,"100,000+",True,True
com.medpresso.Lonestar.jbrndrug,Nurse’s Drug Handbook App,,17,2025-05-18,"50,000+",True,False
com.dream.sleep,Sleep Pilot - Sleep Tracker,,68,2025-04-06,"10,000+",True,False
com.hct2.nursegrid.android.web,NurseGrid: Nursing Calendar,HSP,100,2025-08-30,"100,000+",True,True
com.labstyle.darioandroid,Dario Health,HSC,100,2025-08-18,"100,000+",True,True
com.yboga.dreamhospital,Dream Hospital: Doctor Tycoon,other,100,2025-09-04,"5,000,000+",True,True
health.doctor.pill.my_medicine,My Medicine - Health Log,,8,2025-07-11,"10,000+",True,False
com.webmd.ways,Wellness At Your Side,HSC,100,2025-09-02,"100,000+",True,True
pharma.exam,Pharmacology for Nursing 2025,,30,2025-05-25,"100,000+",True,False
io.blueheart.blueheart,Blueheart: Relationship Health,other,100,2025-09-02,"100,000+",True,True
cc.phk.knowdrugs,KnowDrugs Drug Checking,HSC,100,2025-09-04,"500,000+",True,True
gr.tessera.fordiabetesapp,forDiabetes: diabetes tracker,,61,2024-11-07,"50,000+",True,False
com.medpresso.Lonestar.ahfsdi,AHFS Drug Information,,20,2025-06-06,"10,000+",True,False
com.bicyclehealth.patient.app,Bicycle Health,HSC,100,2025-08-20,"10,000+",True,True
com.transsion.healthlife,My Health,,100,2025-09-04,"100,000,000+",True,False
net.imaios.eanatomy,IMAIOS e-Anatomy,HSP,100,2025-09-01,"1,000,000+",True,True
com.kithandkin.kinkeeper,KinKeeper - Health Organizer,,37,2025-08-18,"10,000+",True,False
alarm.clock.calendar.reminder.pro,Reminder Pro,,100,2025-08-23,"500,000+",False,False
com.cliniconline,Medical Records,other,100,2025-08-29,"500,000+",True,True
mobilecreatures.pillstime,Pills Time Med Reminder,HSC,100,2025-08-18,"100,000+",True,True
com.glow.android,Ovulation Tracker App | Glow,HSC,100,2025-09-04,"1,000,000+",True,True
com.innowise.pathology3d,VOKA 3D Anatomy & Pathology,HSP,100,2025-09-03,"100,000+",True,True
com.hltcorp.howardneurology,Neurology Exam Review Q&A,,13,2024-12-29,"10,000+",True,False
com.mobisystems.msdict.embedded.wireless.oxford.concisemedical,Oxford Medical Dictionary,other,100,2025-08-22,"1,000,000+",True,True
com.blueberrypediatrics.blueberrypediatrics,Blueberry Pediatrics,HSC,69,2025-07-30,"10,000+",True,True
com.forcetherapeutics.android,Force Patient,HSC,100,2025-08-27,"50,000+",True,True
com.mypainoff,MyPainOff Pain Relief Tracker,,9,2025-08-31,"1,000+",True,False
com.unbound.android.cqhm,Harrison's Manual of Medicine,HSP,100,2025-07-23,"100,000+",True,True
com.webmd.android,WebMD: Symptom Checker,HSC,100,2025-09-02,"10,000,000+",True,True
io.snaq.app,SNAQ - Diabetes Food Tracker,HSC,88,2025-08-31,"50,000+",True,True
com.ochsner.digitalmedicine,Digital Medicine,HSC,56,2025-08-23,"10,000+",True,True
com.medpresso.Lonestar.psychnotes,PsychNotes: Clinical Pkt Guide,,22,2024-08-26,"10,000+",True,False
com.usbmis.troposphere.nursedhb2,Nurse's Drug Handbook,,100,2025-02-01,"100,000+",True,False
com.cherrypickgames.myhospital,My Hospital: Build. Farm. Heal,other,100,2025-08-25,"5,000,000+",True,True
com.dragonplus.happyhospital,Happy Hospital®: ASMR Blast,other,100,2025-09-02,"10,000,000+",True,True
com.emedici.eMedici,eMedici Medical Education,,11,2025-08-12,"5,000+",True,False
com.gwhizmobile.mooreflashcards,USMLE Clinical Anatomy,,21,2025-01-09,"10,000+",True,False
com.functionhealth,Function Health,,5,2025-08-11,"5,000+",True,False
yuku.usdanut.lite,Nutrition Facts,,100,2023-05-30,"100,000+",True,False
com.lyf.iheallyf,Heal LYF: Holistic Health AI,,12,2025-05-25,"10,000+",True,False
com.dontexist.marksphotos.myasthenia,Myasthenia Symptom Tracker,,8,2025-08-09,"1,000+",True,False
com.promotionsoftware.emergencymobile,EMERGENCY,other,100,2025-07-05,"1,000,000+",True,True
com.sirma.medrec.m,Medrec:M - Medical Record,,16,2024-12-05,"10,000+",True,False
com.drugrehabapp,Drug Rehab Finder,,4,2025-08-08,500+,True,False
com.medpresso.Lonestar.clinanes,Handbook Clinical Anesthesia,,21,2024-06-02,"10,000+",True,False
com.RetailTherapyApp.android,Retail Therapy,,43,2024-05-10,"50,000+",True,False
sworkitapp.sworkit.com,Sworkit: Fitness & Workouts,HSC,100,2025-08-27,"5,000,000+",True,True
com.droidinfinity.healthplus,Health & Fitness Tracker,HSC,100,2025-08-21,"5,000,000+",True,True
evil.plague.virus,Idle Infection,,100,2025-03-24,"1,000,000+",True,False
cura.com.cura,ACL & Knee Physical Therapy,HSC,100,2025-07-14,"10,000+",True,True
com.samsung.android.lool,Device Care,,100,2025-09-04,"1,000,000,000+",True,False
com.period.tracker.menstrual.cycle.menses.calendar.ovulation,Period Tracker and Ovulation,HSC,100,2025-09-02,"1,000,000+",True,True
com.waveapp.android,Wave Health: Symptom Tracker,HSC,55,2025-08-06,"10,000+",True,True
com.call_for_help,Call For Help - Emergency SOS,,39,2025-08-15,"10,000+",True,False
com.optimaxInvestments.GlassesUSA,Prescription Scanner,other,100,2025-09-02,"100,000+",True,True
com.medpresso.Lonestar.pktanatomy,Pocket Anatomy and Physiology,HSP,51,2025-08-25,"100,000+",True,True
com.app.eyepatient,Eye Patient,,46,2024-10-10,"10,000+",True,False
com.cardiovisual.app,CardioVisual: Health Education,,100,2024-12-11,"100,000+",True,False
app.setgraph,Setgraph: Workout Log,HSC,55,2025-09-04,"50,000+",True,True
com.ifeel.ifeeluserchat,"Online therapy, emotional help",HSC,100,2025-09-02,"500,000+",True,True
com.spilgames.OperateNow2,Operate Now Hospital - Surgery,,100,2025-09-01,"50,000,000+",True,False
com.miiskin.android,Miiskin Skin & Dermatology,HSC,100,2025-08-30,"100,000+",True,True
com.biodigitalhuman.humanAndroid,BioDigital Human - 3D Anatomy,HSP,100,2025-09-04,"1,000,000+",True,True
com.ma.ld.dict.ingredients,Ingredients & Nutrition Guide,HSC,100,2025-08-24,"50,000+",True,True
com.cocoredhan.medical,Medical Terminology Learning Q,,47,2025-07-31,"100,000+",True,False
com.healthprecision.android.patient,Medical Brain,,25,2025-08-06,"10,000+",True,False
com.catfishanimationstudio.MuscularSystemLite,Anatomy 3D Atlas,HSP,100,2025-09-04,"5,000,000+",True,True
com.basu,RedSOS: 24/7 Emergency Service,,60,2025-01-27,"50,000+",True,False
com.whisperarts.period.tracker,Menstrual cycle tracker - Days,,24,2025-09-02,"100,000+",True,False
com.medpresso.Lonestar.nurane,Nurse Anesthesia Pocket Guide,,10,2025-07-27,"10,000+",True,False
com.clsreview.clsreview,Clinical Lab Science Review,,36,2025-06-18,"50,000+",True,False
br.com.youper,Youper: AI Mental Health,HSC,100,2025-08-06,"1,000,000+",True,True
com.eddiihealth.eddii,eddii - complete endo care,HSC,50,2025-07-20,"10,000+",True,True
com.app.glucosense,GlucoSense: Diabetes Health,,7,2025-08-04,500+,True,False
com.labcorp.patientportal,Labcorp | Patient,HSC,100,2025-09-04,"1,000,000+",True,True
com.first.medical.medical,Classify Rx for pharmacology,,100,2025-06-04,"100,000+",True,True
com.doctorbox.patient,DoctorPlan- Personalized Care,,36,2025-08-06,"10,000+",True,False
com.alphazstudio.learnpharmacology,Learn Pharmacology (Offline),HSP,100,2025-08-20,"100,000+",True,True
com.visual3dscience.organs,My Organs Anatomy,HSP,100,2025-08-28,"500,000+",True,True
ai.lightningrod.pensiveapp,Pensive - Therapy AI,,39,2025-04-21,"5,000+",True,False
com.threesixtyentertainment.nesn,Emergency Plus,HSC,100,2025-08-21,"1,000,000+",True,True
com.FriendsApp.pillidentifieranddrugsearch,Pill Identifier & Drug Search,HSC,100,2025-09-04,"100,000+",True,True
com.medpresso.Lonestar.rndxtests,Laboratory Diagnostic Tests,,47,2025-07-25,"100,000+",True,False
net.cardiodiagnostics.cardioconnect,CardioConnect Health Assistant,,6,2023-08-03,"1,000+",True,False
me.talli.symptomtracker,Symptom Tracker,,13,2025-07-09,"1,000+",True,False
com.unbound.android.uban,Anatomy & Physiology Made Easy,,15,2025-07-29,"50,000+",True,False
com.stresscareclinic.app,Stress Care Clinic,,5,2025-08-15,"1,000+",True,False
com.aliyapici.AlyaTherapist,AI Therapist & Therapy: Alya,,4,2025-06-27,"1,000+",True,False
com.aaptiv.android,Aaptiv: Fitness for Everyone,HSC,100,2025-08-30,"1,000,000+",True,True
com.mysosfamily,My SOS Family Emergency Alerts,HSC,100,2025-08-16,"100,000+",True,True
com.hltcorp.emergencynursing,Emergency Nurse Essentials,,16,2023-11-29,"10,000+",True,False
com.innodiets.cardi,Cardi Health: Heart Monitoring,HSC,100,2025-09-04,"50,000+",True,True
com.habapps.anatomy,Anatomy Game,,36,2025-09-03,"100,000+",True,False
com.gwhizmobile.langeqainternalmedicine,USMLE Internal Medicine Q&A,,14,2025-08-22,"10,000+",True,False
com.innovativeworldapps.vitalstracker,Vitals Tracker – BP & Health,,27,2025-08-27,"1,000+",True,False
com.apalon.to.do.list,Productive - Habit tracker,other,100,2025-09-03,"1,000,000+",True,True
com.androidapps.healthmanager,Health Pal - Fitness Manager,HSC,100,2025-08-13,"1,000,000+",True,True
com.imagiration.speechtherapy2,Speech Therapy 2 – Syllables,,4,2025-08-14,"5,000+",True,False
de.feastr.plan,Meal Planner & Nutrition Coach,,39,2025-01-27,"100,000+",True,False
com.visual3dscience.Respiratory,Respiratory System Anatomy,,69,2025-03-28,"100,000+",True,False
com.dochalo.dochalo,symplr Clinical Communications,HSP,54,2025-07-31,"50,000+",True,True
com.doctorplanner,Doctor Planner,,9,2025-01-22,"10,000+",True,False
com.babyaudioimagesapplite,Speech Therapy: Let Me Talk,,6,2025-05-30,"10,000+",True,False
vladimir.yerokhin.medicalrecord,Medical records,,100,2025-03-26,"50,000+",True,False
com.azaknordive.body.temperature.tracker.thermometer.fever.checker.diary.history.info.monitor.records.calc.hypo,Body Temperature Fever Tracker,HSC,100,2025-09-04,"500,000+",True,True
com.truworth.wellnesscorner,The Wellness Corner,HSC,100,2025-09-04,"500,000+",True,True
md.your,Health Tracker: Healthily,,100,2024-10-27,"1,000,000+",True,False
io.medcases,Medcases: Medical Education,,13,2024-09-26,"10,000+",True,False
com.gwhizmobile.mghpretestsurgery,Surgery PreTest for USMLE,,8,2024-05-13,"5,000+",True,False
com.medpresso.Lonestar.washmnl,Washington Manual Medical Ther,,16,2024-02-26,"10,000+",True,False
es.medcontrol,MedControl: My Medical Control,,19,2025-08-27,"100,000+",True,False
de.ssncomputer.rls,Emergency Rescue: Save Lives,,20,2025-07-27,"100,000+",True,False
au.gov.nsw.health.aci.eyemanual,Eye Emergency Manual,,18,2023-07-11,"10,000+",True,False
health.onvy,ONVY - Health Coaching with AI,,19,2025-07-28,"1,000+",True,False
com.sinyee.babybus.ambulance,Baby Panda's Emergency Tips,,100,2025-09-01,"50,000,000+",True,False
com.planet72.myvaccinations,VaxTrack-Vaccine Record,HSC,97,2025-08-13,"10,000+",True,True
com.mattressfirm.sleepapp,Sleep.com: Sleep Cycle Tracker,HSC,89,2025-08-12,"50,000+",True,True
com.graphicvizion.visualAnatomy3D,Visual Anatomy 3D - Human body,HSC,50,2025-08-27,"100,000+",True,True
gov.cdc.ncird.vaccineschedule,CDC Vaccine Schedules,HSP,100,2025-08-09,"100,000+",True,True
com.arkaagp.medirecords,My Health Records,,30,2025-08-19,"10,000+",True,False
com.wayoflife.app,Way of Life: habit tracker,HSC,100,2025-08-25,"500,000+",True,True
com.hts.ambulance.doctor.rescue.games,Ambulance Doctor Hospital Game,other,100,2025-08-01,"10,000,000+",True,True
co.elfie.app,Elfie - Health & Rewards,HSC,100,2025-09-04,"1,000,000+",True,True
com.hltcorp.aswbclinical,ASWB® Clinical Exam Guide & Pr,,17,2023-12-07,"5,000+",True,False
com.medicallicensingexam.quiz,Medical Quiz USMLE & PLAB Prep,,35,2024-08-27,"10,000+",True,False
co.mindpeers,MindPeers: Online Therapy,HSC,100,2025-08-28,"100,000+",True,True
com.visual3dscience.humananatomy,Human Anatomy,HSP,100,2025-09-04,"1,000,000+",True,True
com.mavencare.client.mpluscare,Viv Home Care,,30,2025-07-08,"10,000+",True,False
com.sec.android.app.shealth,Samsung Health,,100,2025-09-04,"1,000,000,000+",True,False
com.amerikanhastanesi.connect,Koç Healthcare,,21,2025-05-30,"50,000+",True,False
com.cleantec.pharmacology,Pharma Drug Classification,HSP,66,2025-07-06,"10,000+",True,True
com.health.healtharc,HealthArc - Patient Monitoring,,23,2025-05-12,"1,000+",True,False
ru.easyanatomy,Easy Anatomy 3D,,21,2025-09-03,"100,000+",True,False
com.science37.mobile,Science 37 Clinical Research,,48,2025-08-06,"10,000+",True,False
org.CountyofSanDiego.SDEmergency,SD Emergency,,100,2025-03-18,"100,000+",True,False
net.klier.blutdruck,BloodPressure DB – BP Tracker,HSC,100,2025-08-21,"1,000,000+",True,True
com.gwhizmobile.langeqapediatrics,USMLE LANGE Q&A for Pediatrics,,11,2025-08-22,"5,000+",True,False
com.nursing.pharma,Nursing Pharmacology,,24,2025-04-23,"10,000+",True,False
com.arkinfosoft.mediplus,Doctor Diary,HSP,79,2025-09-01,"10,000+",True,True
com.getech.SurgeryPart1,Doctor Simulator Surgery Game,,9,2024-10-10,"10,000+",True,False
com.RealityPlus.DoctorWhoWorldsApart,Doctor Who: Worlds Apart,other,75,2025-08-22,"50,000+",True,True
my.crazy.hospital,My Perfect Hospital,,21,2025-09-01,"10,000+",True,False
com.dietdoctor.EatApp,Diet Doctor — low-carb & keto,HSC,100,2025-08-25,"100,000+",True,True
com.PrimalPictures.AnatomyQuiz,Primal’s 3D Human Anatomy Quiz,,5,2024-03-08,"10,000+",True,False
com.mosalingua.enmedic,Medical English - MosaLingua,,23,2024-11-01,"50,000+",True,False
com.visual3dscience.heartpro,Heart Anatomy Pro.,HSP,67,2025-08-22,"100,000+",True,True
com.samsung.android.service.health,Health Platform,,100,2025-09-03,"100,000,000+",True,False
com.catfishanimationstudio.AnatomyForTheArtistLite,3D Anatomy for the Artist,other,100,2025-07-08,"500,000+",True,True
com.keephealthpro.android,Keep Health,HSC,100,2025-09-03,"500,000+",True,True
com.gezuntpatient,Neura Health: Neurology Care,,16,2025-09-04,"1,000+",True,False
com.edwards.clinicaleducation,Edwards Clinical Education,,8,2025-08-07,"5,000+",True,False
com.pdd.pdd,DoctorP - your plants doctor,,10,2024-06-02,"50,000+",True,False
ch.innovation6.tom.android,TOM: Pill Tracker & Med Timer,HSC,100,2025-08-27,"100,000+",True,True
com.petersons.deanvaughn,DeanVaughn Medical Terminology,,8,2025-02-27,"1,000+",True,False
com.idoc24.firstderm,First Derm: Online Dermatology,,89,2025-06-26,"50,000+",True,True
com.skincheck.cancerscreening.melanoma.mole.check,Skin Check: Dermatology App,HSC,56,2025-07-27,"50,000+",True,True
com.medpresso.Lonestar.willendo,William Endocrinology Textbook,,3,2024-08-05,"5,000+",True,False
com.unbound.android.ubemi,Emergency Central,,6,2020-01-08,"5,000+",True,False
kr.go.nema.disasteralert_eng,Emergency Ready App,,29,2025-08-04,"50,000+",True,False
com.elink.fittrackhealth.pro,Hume Health,HSC,100,2025-09-04,"500,000+",True,True
com.medapps.rer.shortcasesinmedicine,Medicine OSCE Guide,HSP,100,2025-08-09,"100,000+",True,True
tech.chitwansoft.emergencyinformation,ICE - In case of Emergency,HSC,100,2025-09-01,"100,000+",True,True
com.medpresso.Lonestar.rndrug,Mosby's Nursing Drug Reference,,32,2025-04-02,"10,000+",True,False
com.tactustherapy.conversationtherapy.lite,Conversation Therapy Lite,,9,2024-10-07,"10,000+",True,False
com.montunosoftware.dosecast,Dosecast - Pill Reminder App,HSC,100,2025-08-28,"100,000+",True,True
com.dar_slova.hs,Reach Speech: Speech therapy,,85,2025-01-15,"500,000+",True,False
com.a3d4medical.completeanatomy,Complete Anatomy,HSP,100,2025-09-02,"1,000,000+",True,True
com.medpresso.Lonestar.netterflash,Netter's Anatomy Flash Cards,,12,2025-03-28,"50,000+",True,False
com.SugarSocialNetworks.SecondLife,Online Therapy AI Psychologist,,6,2025-04-09,"10,000+",True,False
com.unbound.android.ubdx,Dermatology DDx,,6,2025-02-22,"5,000+",True,False
com.medicaljoyworks.clinicalodyssey,Clinical Odyssey,,46,2025-09-04,"10,000+",True,False
com.unbound.android.ubnpl,Nurse's Pocket Guide Diagnosis,,39,2025-04-14,"100,000+",True,False
com.bizit.doctor.appointment,Ibn Sina Doctor Appointment,HSC,100,2025-09-02,"100,000+",True,True
com.ohsofia.ohsofia,OhSofia: AI Therapy Chat,,26,2025-06-01,"50,000+",True,False
com.otsimo.speech,Otsimo | Speech Therapy SLP,HSC,100,2025-08-13,"50,000+",True,True
com.medpresso.constellation.medschool,"Anatomy Atlas, USMLE, Clinical",,15,2024-04-04,"10,000+",True,False
bp.health.tracker.bp.monitor,AI Health Assistant,,33,2025-08-16,"100,000+",True,False
com.grahamhealth.mycarecentral,My Care Central,,9,2023-11-17,"1,000+",True,False
de.streuer.alexander.medtermquiz,Terminology - Medical Terms,,5,2025-08-01,"5,000+",True,False
com.zurich.livewell,LiveWell - Make Health a Habit,HSC,100,2025-09-03,"1,000,000+",True,True
net.mdtoolkit.radiologycorephysicspremium,Radiology Core: Physics Plus,,18,2024-05-17,"1,000+",False,False
com.medpresso.Lonestar.rcpdq,Mosby's PDQ Respiratory Care,,3,2025-08-20,"1,000+",True,False
com.equate.hearthealthplus,Equate Heart Health+,HSC,55,2025-09-03,"10,000+",True,True
com.visual3dscience.muscle,My Muscle Anatomy,,100,2025-02-13,"100,000+",True,False
com.valleywellnessnj.store,Valley Wellness,,5,2025-08-13,100+,True,False
com.gwhizmobile.mghpretestfamilymed,Family Medicine PreTest: USMLE,,5,2020-02-09,"5,000+",True,False
com.xtxytech.flutter_blood_pressure_tracker,Blood Sugar & Pressure Tracker,,34,2025-08-26,"50,000+",True,False
com.matrixcare.homecare,MatrixCare for Home Care,HSP,100,2025-07-21,"50,000+",True,True
com.terapiachat.android,Therapyside - Online therapy,,75,2024-09-07,"100,000+",True,False
my.gov.onegovappstore.healthcertverifier,Vaccine Certificate Verifier,,100,2025-05-13,"500,000+",True,False
org.abp.moca_peds,MOCA-Peds | Pediatrics Exam,,8,2021-06-23,"5,000+",True,False
de.ssncomputer.EmergencyRescueForce.Firefighter.mobile,Emergency Rescue Force: Heroes,,30,2025-08-17,"100,000+",True,False
com.shockwavegames.emergency.rescue.service,Emergency Firefighter Police,other,100,2025-08-31,"500,000+",True,True
com.gwhizmobile.lippincottpharmacology,Pharmacology: USMLE & NAPLEX,,10,2024-06-02,"10,000+",True,False
com.careaide,Meds & Pill Reminder: CareAide,HSC,76,2025-07-02,"100,000+",True,True
com.unbound.android.ubmdl,Mosby's Drug Reference,,3,2023-02-28,"10,000+",True,False
com.uhs.mymedicalrecord.iphr,My medical record,HSC,100,2025-08-20,"10,000+",True,True
com.ydo.smartapp,Your Doctors - Online Doctor,HSC,100,2025-09-01,"100,000+",True,True
ic.mobile.patientportal,Patient Portal,HSC,100,2025-08-30,"100,000+",True,True
com.FriendsApp.SymptomChecker,Symptom Checker,HSC,93,2025-07-22,"10,000+",True,True
com.aoic.apdahealthcaretrackerapp,APDA Symptom Tracker,,16,2025-01-03,"5,000+",True,False
com.marylandhealthconnection.mobile,Maryland Health Connection,HSC,100,2025-08-24,"100,000+",True,True
com.careclinicsoftware.careclinic,"Symptom, Mood & Period Tracker",HSC,100,2025-09-04,"100,000+",True,True
com.levstone.mobility.trustedelderlycare,Elderly Care: health + protect,,13,2025-05-31,"10,000+",True,False
com.abbott.nmd.oneapp,NeuroSphere Digital Health App,,44,2025-09-02,"10,000+",True,False
com.eightfloor.emergencycrew2.freemium.googleplay,Emergency Crew Chapter 2,,5,2024-03-20,"1,000+",True,False
com.viprak.vaccineapp,Vaccine Record for Travellers,,30,2025-05-08,"10,000+",True,False
com.caretime.mobile,CareTime Home Care,,24,2025-07-09,"1,000+",True,False
com.aanqod,Neurology Question of the Day,HSP,67,2025-08-25,"5,000+",True,True
air.com.imaios.qevlarradiology,Qevlar Radiology,,9,2021-05-19,"5,000+",True,False
com.thevaccineapp.app,The Vaccine App,,27,2024-03-03,"10,000+",True,False
com.navigateemergencymanagementsuite,Emergency Management Suite,,19,2025-07-29,"10,000+",True,False
com.mystrength.cross.MyStrength,myStrength by Teladoc Health,HSC,100,2025-08-23,"100,000+",True,True
com.google.android.apps.healthdata,Health Connect,,100,2025-09-04,"500,000,000+",True,False
pedcall.VacReminder,Vaccine Reminder,HSC,82,2025-08-22,"50,000+",True,True
org.elcamino.hospital,El Camino Health,,37,2025-08-21,"5,000+",True,False
all.pillreminder.medicationtracker.medsalarm,Medsbit Medication Tracker,,13,2024-10-04,"10,000+",True,False
mu.mt.selfcare,my.t care,other,100,2025-08-04,"100,000+",True,True
com.epocrates,epocrates: Drug Checker App,HSP,100,2025-08-26,"1,000,000+",True,True
com.rrsolutions.fevercheckup,Body Temperature・Fever Tracker,HSC,100,2025-09-03,"1,000,000+",True,True
com.gwhizmobile.langemedicalflashcards.pharmacology,USMLE Pharmacology Flashcards,,11,2020-07-08,"10,000+",True,False
com.medpresso.skillshub,Skills Hub - Nursing Skills,,9,2024-05-27,"10,000+",True,False
symptom.tracker.track.symptoms.journal.diary.checker,Symptom Tracker,,31,2025-08-18,"5,000+",True,False
me.sleep.app,sleepme: Path To Better Sleep,HSC,100,2025-08-14,"10,000+",True,True
com.calmerry.client.app,Calmerry Online Therapy,,54,2025-05-03,"5,000+",True,False
com.qvik.mrpatient,Patient Records & Appointments,,35,2025-08-28,"10,000+",True,False
com.the3d4medical.EssentialAnatomy,Essential Anatomy 5,,100,2025-08-28,"50,000+",False,False
com.ornament.monitor,Ornament: Health Monitoring,HSC,100,2025-09-03,"1,000,000+",True,True
com.threebscientific.smartanatomy,3B Smart Anatomy,,19,2025-03-08,"50,000+",True,False
com.flolivingalisavitti.myfloapp,MyFlo® Period Tracker Calendar,HSC,100,2025-09-04,"50,000+",True,True
com.pharmacy.crack,Pharmacy Crack: Rx Drug Trivia,,19,2025-08-05,"10,000+",True,False
org.selecthealth.myhealth,Select Health,other,100,2025-07-23,"50,000+",True,True
com.medpresso.Lonestar.harrisons,Harrison’s Manual of Medicine,,5,2024-02-19,"10,000+",True,False
com.medpresso.Lonestar.esskccm,Essentials Clinical Medicine,,10,2025-01-12,"10,000+",True,False
com.speareducation.patienteducation,Patient Education,,0,,"1,000+",True,False
com.fresenius.patienteducation,Patient Education,,1,2023-12-14,100+,True,False
com.amigos.everwellnative,Edge Patient Education Content,,0,,1+,True,False
co.vearth.helf,HELF - Health Knowledge AI,HSP,91,2025-08-27,"50,000+",True,True
com.medacta.pop,Patient Optimized Pathway,,4,2025-06-29,"1,000+",True,False
com.fenls.drenglish,Dr. Medical English: Learn,,26,2025-08-20,"10,000+",True,False
com.arnmxaaron.PhysicalHealthEducation,Health Education (S.S.S 1-3),,12,2025-07-30,"5,000+",True,False
com.sqsapps.health_education,Health Education,,13,2025-01-16,"10,000+",True,False
com.who_phc,Primary Health Care,,6,2025-07-27,"10,000+",True,False
com.rermedapps.clinicalskills,Clinical Skills | OSCE Guide,,0,,50+,False,False
com.habapps.anatomypro,Anatomy Pro,,3,2025-03-30,100+,False,False
com.medpresso.Lonestar.dxtests,Guide to Diagnostic Tests,,1,2024-02-03,"5,000+",True,False
com.bloomcodestudio.nursingskills,Nursing Skills: Clinical Guide,,3,2025-09-02,"1,000+",True,False
com.uacodestudio.nursingskill,Clinical Nursing Skills,,18,2025-06-24,"5,000+",True,False
com.medpresso.Lonestar.nurclinpro,Nurse Guide Clinical Procedure,,19,2024-12-06,"50,000+",True,False
com.medpresso.Lonestar.clinskill,Taylors Clinical Nursing Skill,,2,2023-10-19,"1,000+",True,False
com.all_mbbs.allmedicalbook,MBBS all medical book,HSP,55,2025-09-03,"10,000+",True,True
com.medpresso.Lonestar.surgmnl,Schwartz's Manual of Surgery,,0,,"5,000+",True,False
net.ays.PROD610071,Buku Medicine,,35,2025-07-29,"10,000+",True,False
com.skl.DoctorQuizMedicalQuizGame,DoctorQuiz: Medical Quiz Game,,0,,100+,True,False
com.ms.quiz,Medical Surgical Nursing Quiz,,19,2025-09-03,"10,000+",True,False
com.jvapps.meuquiz,Anatomania - Anatomy Quiz,,3,2021-05-25,"50,000+",True,False
pp.pharma,Pharmacology Exam for Nursing,,5,2025-08-15,"10,000+",True,False
com.most123.premedical,Pre Medical Exam,,1,2021-04-11,100+,True,False
com.medpresso.Lonestar.medsurg,MedSurg Notes: Nurse Pkt Guide,,5,2025-03-19,"10,000+",True,False
com.medpresso.Lonestar.hlthassm,Nurses' HBK Health Assessment,,10,2025-02-23,"5,000+",True,False
com.mmalyil.residencytracker,Residency Tracker,,3,2025-07-28,50+,True,False
com.sight35.emree,Medical Residency Exam Test,,0,,10+,True,False
com.axa.healthhub,Medical Claims Hub,,3,2023-02-14,"5,000+",True,False
com.passeportsante.eyone,Passeport Medical,,1,2024-06-25,500+,True,False
com.medicalrefill.medrefapp,Medical Refill,,4,2023-01-19,"5,000+",True,False
com.mlyldic.medical.disease.dictionary,Diseases Dictionary Medical,,0,,"1,000+",True,False
com.simcentre.android.clinicalskills,Clinical Skills,,2,2020-05-17,"5,000+",True,False
com.exactsports.mentalskills,Mental Skills,,4,2024-06-18,"1,000+",True,False
com.shahenshah.ClinicalNursingSkills,Clinical Nursing Skills,,2,2024-02-19,"5,000+",True,False
com.clinicalhistory,Clinical History,,18,2025-07-14,"5,000+",True,False
learn.clinical.psychology,Learn Clinical Psychology,,1,2024-08-23,"1,000+",True,False
com.limmercreative.srtengine.medtermreview,Medical Terminology Review,,0,,500+,False,False
com.mediscience.medical.terminology.dictionary,Medical Terminology,,4,2025-08-26,"1,000+",True,False
com.educacentre.medilexico,Medi-Lexico - Medical lexicon,,0,,"1,000+",True,False
com.alphazstudio.learnpharmacologypro,Learn Pharmacology Pro,,1,2024-02-16,100+,False,False
software.ninetofive.trc,TRC Pharmacology,,2,2024-06-02,"1,000+",True,False
com.visualpharmacology,Visual Pharmacology,,5,2025-08-14,"1,000+",True,False
com.medpresso.Lonestar.cancerpharmmnl,Cancer Pharmacology Manual,,0,,"5,000+",True,False
com.elsevier.hm.cs.cpmobile,Clinical Pharmacology by CK,,0,,"1,000+",True,False
com.bloomcodestudio.learnpharmacology,Drug Guide: Pharmacology&Pills,,4,2025-08-10,"1,000+",True,False
com.saleh.pharmanursing,Nursing Pharmacology Tips,,11,2025-07-26,"10,000+",True,False
com.ADAT.Advanced.Dental.Pharmacology2,ADAT Pharmacology Cram Cards,,0,,0+,False,False
com.limmercreative.srtengine.paramedic.pharmacology,Paramedic Pharmacology Review,,1,2020-11-18,100+,False,False
pharmacologie.therapeutiques,Pharmacology Therapeutics,,2,2024-10-06,"100,000+",True,False
com.dvs.srini_pharma_v1,Srinu's Pharmacology,,7,2025-07-15,50+,True,False
